InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
C536341,10113,BAGS ITEM 113,-13,2023-07-24 10:00:00,18.59,101162,Ireland,-241.67
C536341,10066,HOME DECOR ITEM 66,-1,2023-07-24 10:00:00,12.74,101162,Ireland,-12.74
C565552,10050,KITCHENWARE ITEM 50,-10,2023-07-24 16:00:00,57.04,102101,United Kingdom,-570.4
C565552,10119,SEASONAL ITEM 119,-9,2023-07-24 16:00:00,9.8,102101,United Kingdom,-88.2
C565552,10044,BAGS ITEM 44,-2,2023-07-24 16:00:00,81.71,102101,United Kingdom,-163.42
C565552,10087,BAGS ITEM 87,-2,2023-07-24 16:00:00,30.72,102101,United Kingdom,-61.44
C647038,10090,HOME DECOR ITEM 90,-5,2023-07-25 14:00:00,24.5,104673,France,-122.5
C647038,10095,SEASONAL ITEM 95,-5,2023-07-25 14:00:00,97.53,104673,France,-487.65
C647038,10008,HOME DECOR ITEM 8,-14,2023-07-25 14:00:00,66.99,104673,France,-937.8599999999999
C647038,10023,STATIONERY ITEM 23,-6,2023-07-25 14:00:00,12.4,104673,France,-74.4
C647038,10021,STATIONERY ITEM 21,-1,2023-07-25 14:00:00,89.85,104673,France,-89.85
C510261,10085,SEASONAL ITEM 85,-6,2023-07-25 15:00:00,53.14,100327,United Kingdom,-318.84000000000003
C510261,10055,LIGHTING ITEM 55,-13,2023-07-25 15:00:00,40.68,100327,United Kingdom,-528.84
C510261,10090,HOME DECOR ITEM 90,-11,2023-07-25 15:00:00,24.5,100327,United Kingdom,-269.5
C590757,10080,SEASONAL ITEM 80,-2,2023-07-25 15:00:00,42.73,102906,Ireland,-85.46
C590757,10096,GIFTS ITEM 96,-7,2023-07-25 15:00:00,19.98,102906,Ireland,-139.86
C590757,10009,STATIONERY ITEM 9,-12,2023-07-25 15:00:00,15.49,102906,Ireland,-185.88
C648341,10047,HOME DECOR ITEM 47,-8,2023-07-25 17:00:00,65.32,104713,United Kingdom,-522.56
C648341,10007,KITCHENWARE ITEM 7,-9,2023-07-25 17:00:00,5.76,104713,United Kingdom,-51.839999999999996
C655241,10071,KITCHENWARE ITEM 71,-10,2023-07-26 10:00:00,51.33,104929,United Kingdom,-513.3
C655241,10054,BAGS ITEM 54,-4,2023-07-26 10:00:00,1.1,104929,United Kingdom,-4.4
C522694,10032,SEASONAL ITEM 32,-6,2023-07-26 11:00:00,28.31,100745,Australia,-169.85999999999999
C522694,10033,LIGHTING ITEM 33,-5,2023-07-26 11:00:00,52.34,100745,Australia,-261.70000000000005
C522694,10097,SEASONAL ITEM 97,-9,2023-07-26 11:00:00,0.0,100745,Australia,-0.0
C608756,10073,STATIONERY ITEM 73,-6,2023-07-26 13:00:00,19.32,103501,France,-115.92
C608756,10116,SEASONAL ITEM 116,-13,2023-07-26 13:00:00,88.87,103501,France,-1155.31
C608756,10083,LIGHTING ITEM 83,-14,2023-07-26 13:00:00,53.72,103501,France,-752.0799999999999
C608756,10102,GIFTS ITEM 102,-10,2023-07-26 13:00:00,47.47,103501,France,-474.7
C608756,10015,BAGS ITEM 15,-10,2023-07-26 13:00:00,83.09,103501,France,-830.9000000000001
C618259,10067,KITCHENWARE ITEM 67,-3,2023-07-27 14:00:00,36.0,103792,Australia,-108.0
C622712,10018,HOME DECOR ITEM 18,-2,2023-07-27 17:00:00,66.59,103927,United Kingdom,-133.18
C622712,10084,KITCHENWARE ITEM 84,-8,2023-07-27 17:00:00,25.51,103927,United Kingdom,-204.08
C622712,10030,SEASONAL ITEM 30,-8,2023-07-27 17:00:00,3.75,103927,United Kingdom,-30.0
C627728,10035,BAGS ITEM 35,-14,2023-07-28 08:00:00,55.33,104102,United Kingdom,-774.62
C568209,10066,HOME DECOR ITEM 66,-4,2023-07-28 08:00:00,12.74,102181,France,-50.96
C627728,10014,TOYS ITEM 14,-13,2023-07-28 08:00:00,9.02,104102,United Kingdom,-117.25999999999999
C568209,10116,SEASONAL ITEM 116,-11,2023-07-28 08:00:00,88.87,102181,France,-977.57
C568209,10059,SEASONAL ITEM 59,-9,2023-07-28 08:00:00,95.03,102181,France,-855.27
C571292,10115,TOYS ITEM 115,-6,2023-07-28 08:00:00,50.16,102284,United Kingdom,-300.96
C571292,10109,STATIONERY ITEM 109,-4,2023-07-28 08:00:00,108.65,102284,United Kingdom,-434.6
C571292,10076,SEASONAL ITEM 76,-13,2023-07-28 08:00:00,56.44,102284,United Kingdom,-733.72
C563092,10103,SEASONAL ITEM 103,-4,2023-07-28 12:00:00,10.78,102024,Australia,-43.12
C563092,10069,GIFTS ITEM 69,-5,2023-07-28 12:00:00,27.5,102024,Australia,-137.5
C587600,10068,LIGHTING ITEM 68,-13,2023-07-28 12:00:00,20.58,102802,United Kingdom,-267.53999999999996
C563092,10107,TOYS ITEM 107,-11,2023-07-28 12:00:00,58.69,102024,Australia,-645.5899999999999
C587600,10025,STATIONERY ITEM 25,-3,2023-07-28 12:00:00,35.34,102802,United Kingdom,-106.02000000000001
C529071,10062,TOYS ITEM 62,-13,2023-07-28 13:00:00,66.06,100953,France,-858.78
C529071,10083,LIGHTING ITEM 83,-8,2023-07-28 13:00:00,53.72,100953,France,-429.76
C529071,10058,TOYS ITEM 58,-7,2023-07-28 13:00:00,38.5,100953,France,-269.5
C529071,10018,HOME DECOR ITEM 18,-4,2023-07-28 13:00:00,66.59,100953,France,-266.36
C540887,10035,BAGS ITEM 35,-8,2023-07-29 08:00:00,55.33,101307,United Kingdom,-442.64
C534535,10031,SEASONAL ITEM 31,-6,2023-07-29 08:00:00,64.62,101111,France,-387.72
C534535,10114,TOYS ITEM 114,-8,2023-07-29 08:00:00,7.43,101111,France,-59.44
C534535,10049,HOME DECOR ITEM 49,-11,2023-07-29 08:00:00,55.99,101111,France,-615.89
C534535,10065,HOME DECOR ITEM 65,-8,2023-07-29 08:00:00,18.38,101111,France,-147.04
C567606,10016,KITCHENWARE ITEM 16,-5,2023-07-29 09:00:00,50.53,102157,France,-252.65
C652087,10042,BAGS ITEM 42,-14,2023-07-29 11:00:00,39.61,104841,France,-554.54
C652087,10104,HOME DECOR ITEM 104,-6,2023-07-29 11:00:00,63.01,104841,France,-378.06
C652087,10005,BAGS ITEM 5,-11,2023-07-29 11:00:00,13.74,104841,France,-151.14000000000001
C539791,10019,TOYS ITEM 19,-8,2023-07-29 18:00:00,13.85,101274,Spain,-110.8
C539791,10027,TOYS ITEM 27,-5,2023-07-29 18:00:00,45.04,101274,Spain,-225.2
C507230,10112,TOYS ITEM 112,-9,2023-07-29 19:00:00,68.05,100237,Spain,-612.4499999999999
C507230,10045,SEASONAL ITEM 45,-3,2023-07-29 19:00:00,20.64,100237,Spain,-61.92
C507230,10066,HOME DECOR ITEM 66,-11,2023-07-29 19:00:00,12.74,100237,Spain,-140.14000000000001
C507230,10053,TOYS ITEM 53,-6,2023-07-29 19:00:00,105.31,100237,Spain,-631.86
C538361,10073,STATIONERY ITEM 73,-5,2023-07-29 19:00:00,19.32,101222,France,-96.6
C538361,10050,KITCHENWARE ITEM 50,-3,2023-07-29 19:00:00,57.04,101222,France,-171.12
C538361,10047,HOME DECOR ITEM 47,-14,2023-07-29 19:00:00,65.32,101222,France,-914.4799999999999
C572754,10010,STATIONERY ITEM 10,-3,2023-07-30 09:00:00,43.75,102336,United Kingdom,-131.25
C572754,10103,SEASONAL ITEM 103,-10,2023-07-30 09:00:00,10.78,102336,United Kingdom,-107.8
C572754,10110,KITCHENWARE ITEM 110,-4,2023-07-30 09:00:00,28.61,102336,United Kingdom,-114.44
C503268,10116,SEASONAL ITEM 116,-6,2023-07-30 09:00:00,88.87,100096,Germany,-533.22
C503268,10026,LIGHTING ITEM 26,-5,2023-07-30 09:00:00,61.25,100096,Germany,-306.25
C540095,10098,SEASONAL ITEM 98,-3,2023-07-30 10:00:00,22.32,101283,United Kingdom,-66.96000000000001
C540095,10099,BAGS ITEM 99,-3,2023-07-30 10:00:00,6.76,101283,United Kingdom,-20.28
C626608,10110,KITCHENWARE ITEM 110,-4,2023-07-30 11:00:00,28.61,104067,United Kingdom,-114.44
C626608,10011,BAGS ITEM 11,-11,2023-07-30 11:00:00,28.01,104067,United Kingdom,-308.11
C588030,10024,GIFTS ITEM 24,-12,2023-07-30 12:00:00,80.63,102816,United Kingdom,-967.56
C588030,10090,HOME DECOR ITEM 90,-1,2023-07-30 12:00:00,24.5,102816,United Kingdom,-24.5
C570572,10092,TOYS ITEM 92,-14,2023-07-30 18:00:00,55.51,102262,United Kingdom,-777.14
C570572,10053,TOYS ITEM 53,-3,2023-07-30 18:00:00,105.31,102262,United Kingdom,-315.93
C516098,10115,TOYS ITEM 115,-11,2023-07-31 08:00:00,50.16,100515,United Kingdom,-551.76
C635047,10012,LIGHTING ITEM 12,-8,2023-07-31 17:00:00,47.86,104314,United Kingdom,-382.88
C635047,10117,LIGHTING ITEM 117,-14,2023-07-31 17:00:00,89.37,104314,United Kingdom,-1251.18
C635047,10028,TOYS ITEM 28,-7,2023-07-31 17:00:00,46.04,104314,United Kingdom,-322.28
C583797,10042,BAGS ITEM 42,-10,2023-08-01 11:00:00,39.61,102688,United Kingdom,-396.1
C520658,10094,KITCHENWARE ITEM 94,-11,2023-08-01 11:00:00,49.17,100668,Australia,-540.87
C520658,10049,HOME DECOR ITEM 49,-8,2023-08-01 11:00:00,55.99,100668,Australia,-447.92
C580365,10081,STATIONERY ITEM 81,-12,2023-08-01 15:00:00,60.88,102582,United Kingdom,-730.5600000000001
C580365,10097,SEASONAL ITEM 97,-7,2023-08-01 15:00:00,41.17,102582,United Kingdom,-288.19
C557852,10094,KITCHENWARE ITEM 94,-13,2023-08-02 13:00:00,49.17,101848,Germany,-639.21
C557852,10028,TOYS ITEM 28,-8,2023-08-02 13:00:00,46.04,101848,Germany,-368.32
C557852,10007,KITCHENWARE ITEM 7,-12,2023-08-02 13:00:00,5.76,101848,Germany,-69.12
C547844,10022,STATIONERY ITEM 22,-7,2023-08-02 15:00:00,52.19,101531,United Kingdom,-365.33
C547844,10117,LIGHTING ITEM 117,-13,2023-08-02 15:00:00,89.37,101531,United Kingdom,-1161.81
C632327,10032,SEASONAL ITEM 32,-3,2023-08-03 08:00:00,28.31,104241,United Kingdom,-84.92999999999999
C632327,10045,SEASONAL ITEM 45,-13,2023-08-03 08:00:00,20.64,104241,United Kingdom,-268.32
C515450,10032,SEASONAL ITEM 32,-6,2023-08-03 16:00:00,28.31,100493,United Kingdom,-169.85999999999999
C515450,10043,KITCHENWARE ITEM 43,-1,2023-08-03 16:00:00,50.56,100493,United Kingdom,-50.56
C515450,10105,HOME DECOR ITEM 105,-11,2023-08-03 16:00:00,31.56,100493,United Kingdom,-347.15999999999997
C655075,10106,GIFTS ITEM 106,-10,2023-08-03 19:00:00,42.04,104926,United Kingdom,-420.4
C655075,10070,LIGHTING ITEM 70,-10,2023-08-03 19:00:00,73.32,104926,United Kingdom,-733.1999999999999
C583798,10040,TOYS ITEM 40,-1,2023-08-04 12:00:00,108.38,102688,United Kingdom,-108.38
C623851,10063,KITCHENWARE ITEM 63,-9,2023-08-04 14:00:00,50.18,103958,Ireland,-451.62
C558950,10103,SEASONAL ITEM 103,-7,2023-08-04 15:00:00,10.78,101892,France,-75.46
C651588,10005,BAGS ITEM 5,-9,2023-08-05 08:00:00,13.74,104823,United Kingdom,-123.66
C651588,10079,KITCHENWARE ITEM 79,-6,2023-08-05 08:00:00,64.98,104823,United Kingdom,-389.88
C651588,10049,HOME DECOR ITEM 49,-8,2023-08-05 08:00:00,55.99,104823,United Kingdom,-447.92
C651588,10107,TOYS ITEM 107,-5,2023-08-05 08:00:00,58.69,104823,United Kingdom,-293.45
C517389,10080,SEASONAL ITEM 80,-8,2023-08-05 19:00:00,42.73,100557,Switzerland,-341.84
C517389,10057,GIFTS ITEM 57,-12,2023-08-05 19:00:00,9.82,100557,Switzerland,-117.84
C517389,10009,STATIONERY ITEM 9,-5,2023-08-05 19:00:00,15.49,100557,Switzerland,-77.45
C655406,10092,TOYS ITEM 92,-11,2023-08-06 10:00:00,55.51,104935,Netherlands,-610.61
C655406,10028,TOYS ITEM 28,-14,2023-08-06 10:00:00,46.04,104935,Netherlands,-644.56
C609708,10032,SEASONAL ITEM 32,-1,2023-08-06 18:00:00,28.31,103523,Ireland,-28.31
C609708,10093,HOME DECOR ITEM 93,-10,2023-08-06 18:00:00,80.77,103523,Ireland,-807.6999999999999
C609708,10034,BAGS ITEM 34,-2,2023-08-06 18:00:00,35.13,103523,Ireland,-70.26
C603935,10089,GIFTS ITEM 89,-12,2023-08-06 18:00:00,103.36,103354,United Kingdom,-1240.32
C609708,10001,GIFTS ITEM 1,-14,2023-08-06 18:00:00,68.45,103523,Ireland,-958.3000000000001
C572150,10061,TOYS ITEM 61,-11,2023-08-07 08:00:00,43.8,102319,United Kingdom,-481.79999999999995
C572150,10014,TOYS ITEM 14,-9,2023-08-07 08:00:00,9.02,102319,United Kingdom,-81.17999999999999
C583371,10076,SEASONAL ITEM 76,-7,2023-08-07 10:00:00,56.44,102681,Netherlands,-395.08
C583371,10112,TOYS ITEM 112,-9,2023-08-07 10:00:00,68.05,102681,Netherlands,-612.4499999999999
C583371,10054,BAGS ITEM 54,-1,2023-08-07 10:00:00,1.1,102681,Netherlands,-1.1
C583371,10017,BAGS ITEM 17,-3,2023-08-07 10:00:00,66.17,102681,Netherlands,-198.51
C505373,10031,SEASONAL ITEM 31,-1,2023-08-08 09:00:00,64.62,100169,United Kingdom,-64.62
C505373,10063,KITCHENWARE ITEM 63,-4,2023-08-08 09:00:00,50.18,100169,United Kingdom,-200.72
C505373,10049,HOME DECOR ITEM 49,-4,2023-08-08 09:00:00,55.99,100169,United Kingdom,-223.96
C530296,10088,GIFTS ITEM 88,-2,2023-08-08 10:00:00,38.28,100978,United Kingdom,-76.56
C530296,10110,KITCHENWARE ITEM 110,-2,2023-08-08 10:00:00,28.61,100978,United Kingdom,-57.22
C530296,10079,KITCHENWARE ITEM 79,-7,2023-08-08 10:00:00,64.98,100978,United Kingdom,-454.86
C530296,10005,BAGS ITEM 5,-11,2023-08-08 10:00:00,13.74,100978,United Kingdom,-151.14000000000001
C625054,10111,KITCHENWARE ITEM 111,-3,2023-08-08 11:00:00,40.83,104004,Australia,-122.49
C625054,10094,KITCHENWARE ITEM 94,-3,2023-08-08 11:00:00,49.17,104004,Australia,-147.51
C598247,10032,SEASONAL ITEM 32,-6,2023-08-08 17:00:00,28.31,103152,United Kingdom,-169.85999999999999
C598247,10062,TOYS ITEM 62,-1,2023-08-08 17:00:00,66.06,103152,United Kingdom,-66.06
C653883,10096,GIFTS ITEM 96,-7,2023-08-08 18:00:00,19.98,104890,United Kingdom,-139.86
C653883,10004,SEASONAL ITEM 4,-12,2023-08-08 18:00:00,51.1,104890,United Kingdom,-613.2
C555951,10066,HOME DECOR ITEM 66,-8,2023-08-09 13:00:00,12.74,101793,Ireland,-101.92
C621200,10040,TOYS ITEM 40,-11,2023-08-09 15:00:00,108.38,103892,United Kingdom,-1192.1799999999998
C582938,10109,STATIONERY ITEM 109,-11,2023-08-09 15:00:00,108.65,102668,United Kingdom,-1195.15
C582938,10072,GIFTS ITEM 72,-4,2023-08-09 15:00:00,23.2,102668,United Kingdom,-92.8
C582938,10006,BAGS ITEM 6,-1,2023-08-09 15:00:00,22.16,102668,United Kingdom,-22.16
C588930,10119,SEASONAL ITEM 119,-4,2023-08-09 17:00:00,9.8,102846,Australia,-39.2
C604395,10014,TOYS ITEM 14,-3,2023-08-09 18:00:00,9.02,103363,United Kingdom,-27.06
C604395,10089,GIFTS ITEM 89,-4,2023-08-09 18:00:00,103.36,103363,United Kingdom,-413.44
C648001,10047,HOME DECOR ITEM 47,-11,2023-08-09 18:00:00,65.32,104703,United Kingdom,-718.52
C648001,10000,LIGHTING ITEM 0,-4,2023-08-09 18:00:00,69.61,104703,United Kingdom,-278.44
C648001,10069,GIFTS ITEM 69,-5,2023-08-09 18:00:00,27.5,104703,United Kingdom,-137.5
C640993,10019,TOYS ITEM 19,-5,2023-08-09 19:00:00,13.85,104494,United Kingdom,-69.25
C640993,10034,BAGS ITEM 34,-4,2023-08-09 19:00:00,35.13,104494,United Kingdom,-140.52
C640993,10043,KITCHENWARE ITEM 43,-7,2023-08-09 19:00:00,50.56,104494,United Kingdom,-353.92
C616697,10035,BAGS ITEM 35,-5,2023-08-10 11:00:00,55.33,103745,United Kingdom,-276.65
C510262,10101,STATIONERY ITEM 101,-2,2023-08-10 11:00:00,70.76,100327,United Kingdom,-141.52
C510262,10012,LIGHTING ITEM 12,-9,2023-08-10 11:00:00,47.86,100327,United Kingdom,-430.74
C510262,10085,SEASONAL ITEM 85,-12,2023-08-10 11:00:00,53.14,100327,United Kingdom,-637.6800000000001
C510262,10097,SEASONAL ITEM 97,-14,2023-08-10 11:00:00,41.17,100327,United Kingdom,-576.38
C510262,10035,BAGS ITEM 35,-5,2023-08-10 11:00:00,55.33,100327,United Kingdom,-276.65
C616697,10095,SEASONAL ITEM 95,-9,2023-08-10 11:00:00,97.53,103745,United Kingdom,-877.77
C616697,10099,BAGS ITEM 99,-14,2023-08-10 11:00:00,6.76,103745,United Kingdom,-94.64
C616697,10050,KITCHENWARE ITEM 50,-11,2023-08-10 11:00:00,57.04,103745,United Kingdom,-627.4399999999999
C616697,10068,LIGHTING ITEM 68,-3,2023-08-10 11:00:00,20.58,103745,United Kingdom,-61.739999999999995
C507802,10086,LIGHTING ITEM 86,-1,2023-08-10 14:00:00,9.12,100255,Netherlands,-9.12
C559075,10042,BAGS ITEM 42,-6,2023-08-11 09:00:00,39.61,101893,Australia,-237.66
C559075,10100,GIFTS ITEM 100,-12,2023-08-11 09:00:00,21.8,101893,Australia,-261.6
C646756,10113,BAGS ITEM 113,-1,2023-08-11 11:00:00,18.59,104668,Netherlands,-18.59
C584046,10053,TOYS ITEM 53,-4,2023-08-11 13:00:00,105.31,102694,United Kingdom,-421.24
C584046,10080,SEASONAL ITEM 80,-8,2023-08-11 13:00:00,42.73,102694,United Kingdom,-341.84
C584046,10106,GIFTS ITEM 106,-12,2023-08-11 13:00:00,42.04,102694,United Kingdom,-504.48
C584046,10022,STATIONERY ITEM 22,-2,2023-08-11 13:00:00,52.19,102694,United Kingdom,-104.38
C649140,10028,TOYS ITEM 28,-4,2023-08-12 08:00:00,46.04,104742,United Kingdom,-184.16
C649140,10030,SEASONAL ITEM 30,-8,2023-08-12 08:00:00,3.75,104742,United Kingdom,-30.0
C649140,10117,LIGHTING ITEM 117,-14,2023-08-12 08:00:00,89.37,104742,United Kingdom,-1251.18
C609709,10062,TOYS ITEM 62,-7,2023-08-12 15:00:00,66.06,103523,Ireland,-462.42
C579200,10106,GIFTS ITEM 106,-6,2023-08-12 16:00:00,42.04,102548,France,-252.24
C579200,10103,SEASONAL ITEM 103,-12,2023-08-12 16:00:00,10.78,102548,France,-129.35999999999999
C579200,10018,HOME DECOR ITEM 18,-8,2023-08-12 16:00:00,66.59,102548,France,-532.72
C579200,10069,GIFTS ITEM 69,-10,2023-08-12 16:00:00,27.5,102548,France,-275.0
C501571,10096,GIFTS ITEM 96,-14,2023-08-12 18:00:00,19.98,100047,Netherlands,-279.72
C557790,10106,GIFTS ITEM 106,-7,2023-08-13 09:00:00,42.04,101847,United Kingdom,-294.28
C557790,10046,HOME DECOR ITEM 46,-14,2023-08-13 09:00:00,57.74,101847,United Kingdom,-808.36
C557790,10016,KITCHENWARE ITEM 16,-3,2023-08-13 09:00:00,50.53,101847,United Kingdom,-151.59
C557790,10026,LIGHTING ITEM 26,-6,2023-08-13 09:00:00,0.0,101847,United Kingdom,-0.0
C557790,10059,SEASONAL ITEM 59,-11,2023-08-13 09:00:00,95.03,101847,United Kingdom,-1045.33
C623300,10079,KITCHENWARE ITEM 79,-14,2023-08-13 12:00:00,64.98,103941,United Kingdom,-909.72
C623300,10051,SEASONAL ITEM 51,-4,2023-08-13 12:00:00,92.03,103941,United Kingdom,-368.12
C569192,10090,HOME DECOR ITEM 90,-10,2023-08-14 12:00:00,24.5,102211,Ireland,-245.0
C569192,10090,HOME DECOR ITEM 90,-6,2023-08-14 12:00:00,24.5,102211,Ireland,-147.0
C569192,10086,LIGHTING ITEM 86,-1,2023-08-14 12:00:00,9.12,102211,Ireland,-9.12
C615776,10099,BAGS ITEM 99,-6,2023-08-14 13:00:00,6.76,103709,United Kingdom,-40.56
C615776,10065,HOME DECOR ITEM 65,-4,2023-08-14 13:00:00,18.38,103709,United Kingdom,-73.52
C615776,10052,LIGHTING ITEM 52,-12,2023-08-14 13:00:00,17.95,103709,United Kingdom,-215.39999999999998
C618265,10022,STATIONERY ITEM 22,-13,2023-08-14 15:00:00,52.19,103792,Australia,-678.47
C618265,10010,STATIONERY ITEM 10,-11,2023-08-14 15:00:00,43.75,103792,Australia,-481.25
C618265,10088,GIFTS ITEM 88,-10,2023-08-14 15:00:00,38.28,103792,Australia,-382.8
C618265,10033,LIGHTING ITEM 33,-11,2023-08-14 15:00:00,52.34,103792,Australia,-575.74
C657112,10004,SEASONAL ITEM 4,-3,2023-08-14 16:00:00,51.1,104984,United Kingdom,-153.3
C615900,10091,GIFTS ITEM 91,-6,2023-08-14 16:00:00,52.33,103711,Sweden,-313.98
C615900,10016,KITCHENWARE ITEM 16,-6,2023-08-14 16:00:00,50.53,103711,Sweden,-303.18
C657112,10030,SEASONAL ITEM 30,-13,2023-08-14 16:00:00,3.75,104984,United Kingdom,-48.75
C615900,10115,TOYS ITEM 115,-11,2023-08-14 16:00:00,50.16,103711,Sweden,-551.76
C657112,10037,SEASONAL ITEM 37,-2,2023-08-14 16:00:00,40.36,104984,United Kingdom,-80.72
C657112,10053,TOYS ITEM 53,-8,2023-08-14 16:00:00,105.31,104984,United Kingdom,-842.48
C648518,10104,HOME DECOR ITEM 104,-10,2023-08-14 16:00:00,63.01,104722,France,-630.1
C615900,10061,TOYS ITEM 61,-10,2023-08-14 16:00:00,43.8,103711,Sweden,-438.0
C585280,10065,HOME DECOR ITEM 65,-6,2023-08-15 12:00:00,18.38,102729,Spain,-110.28
C585280,10014,TOYS ITEM 14,-6,2023-08-15 12:00:00,9.02,102729,Spain,-54.12
C585280,10096,GIFTS ITEM 96,-4,2023-08-15 12:00:00,19.98,102729,Spain,-79.92
C585280,10010,STATIONERY ITEM 10,-7,2023-08-15 12:00:00,43.75,102729,Spain,-306.25
C585280,10118,TOYS ITEM 118,-11,2023-08-15 12:00:00,76.88,102729,Spain,-845.68
C541777,10119,SEASONAL ITEM 119,-4,2023-08-15 12:00:00,9.8,101334,United Kingdom,-39.2
C541777,10088,GIFTS ITEM 88,-11,2023-08-15 12:00:00,38.28,101334,United Kingdom,-421.08000000000004
C577061,10119,SEASONAL ITEM 119,-8,2023-08-15 15:00:00,9.8,102468,United Kingdom,-78.4
C577061,10050,KITCHENWARE ITEM 50,-14,2023-08-15 15:00:00,57.04,102468,United Kingdom,-798.56
C527172,10089,GIFTS ITEM 89,-13,2023-08-16 08:00:00,103.36,100894,Sweden,-1343.68
C527172,10035,BAGS ITEM 35,-9,2023-08-16 08:00:00,55.33,100894,Sweden,-497.96999999999997
C514812,10053,TOYS ITEM 53,-4,2023-08-16 09:00:00,105.31,100471,United Kingdom,-421.24
C514812,10098,SEASONAL ITEM 98,-6,2023-08-16 09:00:00,22.32,100471,United Kingdom,-133.92000000000002
C514812,10077,BAGS ITEM 77,-2,2023-08-16 09:00:00,53.81,100471,United Kingdom,-107.62
C514812,10101,STATIONERY ITEM 101,-3,2023-08-16 09:00:00,70.76,100471,United Kingdom,-212.28000000000003
C566876,10080,SEASONAL ITEM 80,-14,2023-08-17 15:00:00,42.73,102138,Germany,-598.2199999999999
C566876,10051,SEASONAL ITEM 51,-11,2023-08-17 15:00:00,92.03,102138,Germany,-1012.33
C566876,10072,GIFTS ITEM 72,-11,2023-08-17 15:00:00,23.2,102138,Germany,-255.2
C613775,10007,KITCHENWARE ITEM 7,-13,2023-08-18 16:00:00,5.76,103653,Spain,-74.88
C613775,10022,STATIONERY ITEM 22,-5,2023-08-18 16:00:00,52.19,103653,Spain,-260.95
C613775,10008,HOME DECOR ITEM 8,-1,2023-08-18 16:00:00,66.99,103653,Spain,-66.99
C641132,10076,SEASONAL ITEM 76,-12,2023-08-18 16:00:00,56.44,104498,Germany,-677.28
C641132,10082,LIGHTING ITEM 82,-8,2023-08-18 16:00:00,26.42,104498,Germany,-211.36
C613775,10110,KITCHENWARE ITEM 110,-6,2023-08-18 16:00:00,28.61,103653,Spain,-171.66
C613775,10087,BAGS ITEM 87,-1,2023-08-18 16:00:00,30.72,103653,Spain,-30.72
C641132,10040,TOYS ITEM 40,-9,2023-08-18 16:00:00,108.38,104498,Germany,-975.42
C642608,10102,GIFTS ITEM 102,-2,2023-08-18 19:00:00,47.47,104552,United Kingdom,-94.94
C642608,10049,HOME DECOR ITEM 49,-4,2023-08-18 19:00:00,55.99,104552,United Kingdom,-223.96
C642608,10097,SEASONAL ITEM 97,-11,2023-08-18 19:00:00,41.17,104552,United Kingdom,-452.87
C634246,10035,BAGS ITEM 35,-9,2023-08-19 08:00:00,55.33,104295,United Kingdom,-497.96999999999997
C634246,10049,HOME DECOR ITEM 49,-4,2023-08-19 08:00:00,55.99,104295,United Kingdom,-223.96
C616206,10118,TOYS ITEM 118,-11,2023-08-19 13:00:00,76.88,103723,Ireland,-845.68
C600593,10001,GIFTS ITEM 1,-11,2023-08-19 13:00:00,68.45,103239,Ireland,-752.95
C630438,10016,KITCHENWARE ITEM 16,-7,2023-08-19 15:00:00,50.53,104190,United Kingdom,-353.71000000000004
C630438,10088,GIFTS ITEM 88,-3,2023-08-19 15:00:00,38.28,104190,United Kingdom,-114.84
C529785,10010,STATIONERY ITEM 10,-6,2023-08-20 08:00:00,43.75,100968,Spain,-262.5
C543049,10045,SEASONAL ITEM 45,-6,2023-08-20 08:00:00,20.64,101380,France,-123.84
C529785,10088,GIFTS ITEM 88,-2,2023-08-20 08:00:00,38.28,100968,Spain,-76.56
C588366,10047,HOME DECOR ITEM 47,-3,2023-08-20 13:00:00,65.32,102828,United Kingdom,-195.95999999999998
C512841,10016,KITCHENWARE ITEM 16,-10,2023-08-20 15:00:00,50.53,100411,Australia,-505.3
C512841,10073,STATIONERY ITEM 73,-5,2023-08-20 15:00:00,19.32,100411,Australia,-96.6
C512841,10009,STATIONERY ITEM 9,-4,2023-08-20 15:00:00,15.49,100411,Australia,-61.96
C605461,10115,TOYS ITEM 115,-3,2023-08-21 11:00:00,50.16,103394,Germany,-150.48
C605461,10026,LIGHTING ITEM 26,-5,2023-08-21 11:00:00,61.25,103394,Germany,-306.25
C605461,10115,TOYS ITEM 115,-6,2023-08-21 11:00:00,50.16,103394,Germany,-300.96
C605461,10062,TOYS ITEM 62,-8,2023-08-21 11:00:00,66.06,103394,Germany,-528.48
C605461,10056,BAGS ITEM 56,-6,2023-08-21 11:00:00,78.26,103394,Germany,-469.56000000000006
C628825,10096,GIFTS ITEM 96,-10,2023-08-21 12:00:00,19.98,104140,Germany,-199.8
C628825,10115,TOYS ITEM 115,-9,2023-08-21 12:00:00,50.16,104140,Germany,-451.43999999999994
C628825,10003,LIGHTING ITEM 3,-1,2023-08-21 12:00:00,14.14,104140,Germany,-14.14
C511109,10045,SEASONAL ITEM 45,-5,2023-08-21 17:00:00,20.64,100354,United Kingdom,-103.2
C511109,10092,TOYS ITEM 92,-14,2023-08-21 17:00:00,55.51,100354,United Kingdom,-777.14
C511109,10056,BAGS ITEM 56,-9,2023-08-21 17:00:00,78.26,100354,United Kingdom,-704.34
C511109,10089,GIFTS ITEM 89,-5,2023-08-21 17:00:00,103.36,100354,United Kingdom,-516.8
