CustomerID,Recency,Frequency,Monetary,AvgOrderValue,TenureDays,PurchaseFreqPerMonth
100917,4,66,61007.19,924.3513636363637,557,3.5547576301615798
100918,30,15,14746.73,983.1153333333333,55,8.181818181818182
100919,46,4,1424.04,356.01,26,4.615384615384615
100920,8,68,65785.11,967.4280882352941,580,3.517241379310345
100921,338,3,3219.9,1073.3,75,1.2
100922,284,8,5454.55,681.81875,100,2.4
100923,8,64,66364.25,1036.94140625,297,6.4646464646464645
100924,13,26,30529.95,1174.2288461538462,205,3.804878048780488
100925,15,27,20627.94,763.9977777777777,616,1.3149350649350648
100926,7,44,40243.51,914.6252272727273,353,3.7393767705382435
100927,165,19,15151.12,797.4273684210526,164,3.475609756097561
100928,10,37,30281.92,818.4302702702702,682,1.627565982404692
100929,8,47,50375.72,1071.823829787234,314,4.490445859872612
100930,383,16,17872.32,1117.02,155,3.096774193548387
100931,12,43,42811.69,995.6206976744187,209,6.172248803827751
100932,305,5,3771.64,754.328,52,2.8846153846153846
100934,8,37,41827.0,1130.4594594594594,605,1.8347107438016528
100935,6,57,57206.07,1003.6152631578948,417,4.100719424460432
100936,124,18,18278.760000000002,1015.4866666666668,195,2.769230769230769
100937,10,74,60617.58,819.1564864864865,502,4.422310756972111
100938,288,6,5088.75,848.125,131,1.3740458015267176
100939,28,30,31924.31,1064.1436666666666,512,1.7578125
100940,284,2,1252.55,626.275,68,0.8823529411764706
100941,16,38,28132.02,740.3163157894737,478,2.3849372384937237
100942,31,12,9600.3,800.025,257,1.4007782101167316
100943,1,36,36401.96,1011.1655555555556,430,2.511627906976744
100944,3,43,35311.49,821.1974418604651,358,3.6033519553072626
100945,4,10,10734.619999999999,1073.462,77,3.8961038961038956
100946,19,4,4662.76,1165.69,65,1.8461538461538463
100947,3,70,67011.37,957.3052857142857,382,5.49738219895288
100948,6,15,14126.29,941.7526666666668,337,1.3353115727002969
100949,222,4,2321.64,580.41,55,2.181818181818182
100950,2,66,63565.97,963.1207575757576,442,4.479638009049774
100951,115,7,8757.82,1251.1171428571429,117,1.794871794871795
100952,2,94,77589.06,825.4155319148936,699,4.034334763948498
100953,378,45,45566.89,1012.5975555555556,340,3.9705882352941173
100954,13,123,120967.22,983.4733333333334,694,5.31700288184438
100955,36,55,56247.82,1022.6876363636363,491,3.360488798370672
100956,2,103,97348.95,945.1354368932039,636,4.858490566037736
100957,21,33,34752.12,1053.0945454545456,334,2.964071856287425
100958,121,3,5640.97,1880.3233333333335,42,2.142857142857143
100959,300,32,34424.0,1075.75,330,2.909090909090909
100960,227,3,5004.88,1668.2933333333333,68,1.3235294117647058
100961,3,124,107422.8,866.3129032258065,624,5.961538461538462
100962,158,10,13338.16,1333.816,58,5.172413793103448
100963,5,45,43719.04,971.5342222222223,217,6.221198156682028
100964,70,6,5394.54,899.09,45,4.0
100965,2,34,33149.67,974.990294117647,271,3.763837638376384
100966,5,21,21536.55,1025.55,241,2.6141078838174274
100967,11,49,38280.78,781.2404081632653,618,2.378640776699029
100968,6,128,128876.05,1006.844140625,665,5.774436090225564
100969,6,80,79501.45,993.7681249999999,641,3.7441497659906395
100970,96,2,1047.17,523.585,2,30.0
100971,2,28,24510.86,875.3878571428571,164,5.121951219512195
100972,8,35,26325.51,752.1574285714286,419,2.5059665871121717
100973,16,39,38668.17,991.4915384615384,374,3.128342245989305
100974,4,127,129792.45999999999,1021.9878740157479,689,5.529753265602323
100975,343,12,11905.75,992.1458333333334,160,2.25
100976,13,27,25789.78,955.1770370370369,631,1.2836767036450079
100977,8,39,39909.52,1023.3210256410256,240,4.875
100978,260,35,31438.46,898.2417142857142,330,3.1818181818181817
100979,188,10,5370.9400000000005,537.094,94,3.1914893617021276
100980,10,31,30450.68,982.28,140,6.642857142857142
100981,10,6,3953.59,658.9316666666667,54,3.333333333333333
100982,149,9,10723.01,1191.4455555555555,181,1.4917127071823204
100983,8,49,42959.89,876.7324489795918,652,2.254601226993865
100984,18,42,45646.49,1086.8211904761904,259,4.864864864864865
100985,2,40,35287.04,882.176,214,5.607476635514018
100986,17,10,10468.970000000001,1046.8970000000002,174,1.7241379310344829
100987,9,61,46935.74,769.4383606557377,407,4.496314496314496
100988,4,50,47668.22,953.3644,315,4.761904761904762
100989,480,11,9015.22,819.5654545454545,66,5.0
100990,1,109,105183.31,964.984495412844,629,5.198728139904611
100991,12,37,31563.01,853.0543243243243,358,3.100558659217877
100992,14,21,19024.33,905.9204761904763,382,1.649214659685864
100993,5,104,97443.39,936.9556730769231,704,4.4318181818181825
100994,45,6,3047.79,507.965,39,4.615384615384615
100995,8,76,61686.47,811.6640789473685,634,3.5962145110410098
100996,361,15,13098.81,873.254,216,2.0833333333333335
100997,10,37,35742.92,966.0248648648649,625,1.776
100998,8,43,42555.64,989.6660465116279,330,3.909090909090909
100999,177,14,17650.04,1260.717142857143,83,5.0602409638554215
101000,33,16,19251.95,1203.246875,167,2.874251497005988
101001,4,48,43261.93,901.2902083333333,249,5.783132530120481
101002,14,53,47736.29,900.684716981132,680,2.3382352941176467
101003,5,109,98002.49,899.1054128440368,562,5.818505338078292
101004,156,1,782.6,782.6,1,30.0
101005,22,64,62244.73,972.57390625,487,3.9425051334702257
101006,206,2,2967.31,1483.655,32,1.875
101007,94,3,1674.8400000000001,558.2800000000001,114,0.7894736842105263
101008,1,45,47188.72,1048.6382222222223,615,2.1951219512195124
101009,5,51,44925.44,880.890980392157,464,3.2974137931034484
101010,265,9,6536.7300000000005,726.3033333333334,180,1.5
101011,367,16,16182.49,1011.405625,124,3.8709677419354835
101012,100,10,9379.77,937.9770000000001,89,3.3707865168539324
101013,52,4,2502.46,625.615,33,3.6363636363636362
101014,408,14,11448.99,817.785,247,1.7004048582995954
101015,325,3,724.84,241.61333333333334,32,2.8125
101016,315,25,27106.58,1084.2632,297,2.525252525252525
101017,205,9,8942.2,993.5777777777779,100,2.6999999999999997
101018,3,33,30747.91,931.7548484848485,257,3.8521400778210118
101019,5,56,57131.19,1020.1998214285715,314,5.350318471337579
101020,22,79,74177.74,938.9587341772152,642,3.6915887850467293
101021,357,29,26818.55,924.7775862068966,344,2.5290697674418605
101022,6,28,24044.44,858.7299999999999,137,6.131386861313869
101023,1,78,73544.36,942.8764102564103,456,5.131578947368421
101024,23,17,17420.1,1024.7117647058822,263,1.9391634980988592
101025,17,14,12504.74,893.1957142857143,177,2.3728813559322033
101026,570,14,12387.94,884.8528571428571,142,2.9577464788732395
101027,19,10,9613.25,961.325,242,1.2396694214876034
101028,119,1,924.3199999999999,924.3199999999999,1,30.0
101029,50,14,11066.17,790.4407142857143,64,6.5625
101030,10,26,24501.79,942.3765384615385,194,4.020618556701031
101031,298,7,5239.17,748.4528571428572,179,1.1731843575418994
101032,3,67,72791.74,1086.443880597015,374,5.374331550802139
101033,2,69,63510.78,920.4460869565218,405,5.111111111111111
101034,9,46,45487.74,988.8639130434782,615,2.2439024390243905
101035,399,28,25494.72,910.5257142857143,157,5.350318471337579
101036,2,46,41007.090000000004,891.4584782608697,299,4.615384615384615
101037,7,31,32712.21,1055.2325806451613,595,1.5630252100840336
101038,16,60,53976.95,899.6158333333333,509,3.5363457760314345
101039,531,12,13082.23,1090.1858333333332,115,3.1304347826086953
101040,18,12,12725.89,1060.4908333333333,145,2.4827586206896552
101041,14,62,53418.71,861.5920967741936,571,3.2574430823117333
101042,186,11,8425.21,765.9281818181818,98,3.36734693877551
101043,412,25,24946.93,997.8772,204,3.6764705882352944
101044,1,43,38473.65,894.7360465116279,528,2.443181818181818
101045,25,14,16244.78,1160.3414285714287,371,1.1320754716981132
101046,234,4,4771.45,1192.8625,64,1.875
101047,4,29,27736.62,956.4351724137931,437,1.9908466819221968
101048,201,15,11611.42,774.0946666666666,149,3.0201342281879193
101049,24,44,45019.3,1023.1659090909092,195,6.769230769230769
101050,305,13,10536.68,810.5138461538462,98,3.979591836734694
101051,8,33,26281.45,796.4075757575757,196,5.051020408163265
101052,80,2,1471.65,735.825,12,5.0
101053,270,10,7884.92,788.492,91,3.296703296703297
101054,145,3,3333.42,1111.14,75,1.2
101055,34,22,18687.96,849.4527272727272,256,2.578125
101056,107,2,3100.92,1550.46,1,60.0
101057,14,60,62117.19,1035.2865,401,4.488778054862843
101058,1,15,16013.52,1067.568,152,2.960526315789474
101059,21,59,46640.36,790.5145762711865,502,3.5258964143426295
101060,100,1,920.3,920.3,1,30.0
101061,1,53,49749.01,938.6605660377359,392,4.0561224489795915
101062,6,22,17565.51,798.4322727272727,648,1.0185185185185184
101063,144,5,3790.29,758.058,147,1.0204081632653061
101064,304,8,7851.34,981.4175,202,1.188118811881188
101065,84,2,1474.24,737.12,2,30.0
101066,191,12,11642.18,970.1816666666667,166,2.1686746987951806
101067,26,22,24528.86,1114.9481818181819,151,4.370860927152318
101068,257,37,31718.18,857.2481081081081,177,6.271186440677965
101069,1,29,26429.56,911.3641379310345,625,1.3920000000000001
101070,194,11,9190.91,835.5372727272727,154,2.142857142857143
101071,3,30,21957.26,731.9086666666666,300,3.0
101072,199,8,8240.5,1030.0625,103,2.330097087378641
101073,293,71,65351.56,920.4445070422535,374,5.695187165775401
101074,383,30,28534.55,951.1516666666666,332,2.710843373493976
101075,272,4,5008.280000000001,1252.0700000000002,19,6.315789473684211
101076,179,5,4320.12,864.024,120,1.25
101077,11,26,24075.94,925.9976923076922,145,5.379310344827586
101078,322,13,12407.43,954.4176923076923,241,1.6182572614107884
101079,210,3,4135.52,1378.506666666667,32,2.8125
101080,450,13,12372.5,951.7307692307693,115,3.391304347826087
101081,17,67,60041.36,896.1397014925374,629,3.195548489666137
101082,273,6,7782.91,1297.1516666666666,67,2.6865671641791042
101083,18,72,68508.31999999999,951.5044444444443,417,5.179856115107913
101084,8,39,33604.05,861.6423076923078,431,2.71461716937355
101085,468,8,10179.31,1272.41375,130,1.8461538461538463
101086,433,4,1950.92,487.73,158,0.759493670886076
101087,175,22,17103.14,777.4154545454545,114,5.7894736842105265
101088,8,82,71841.98,876.1217073170732,448,5.491071428571429
101089,215,3,2244.1400000000003,748.0466666666667,17,5.294117647058823
101090,46,33,35203.57,1066.7748484848485,414,2.391304347826087
101091,160,6,5520.96,920.16,74,2.4324324324324325
101092,353,4,3371.37,842.8425,90,1.3333333333333333
101093,1,82,75259.41,917.7976829268293,484,5.082644628099174
101094,2,52,50233.86,966.0357692307692,544,2.8676470588235294
101095,209,8,6378.32,797.29,121,1.9834710743801653
101096,9,67,46542.909999999996,694.6702985074626,453,4.437086092715232
101097,361,5,3571.2799999999997,714.256,109,1.3761467889908257
101098,15,64,65525.4,1023.834375,661,2.9046898638426626
101099,48,8,7644.639999999999,955.5799999999999,53,4.528301886792453
101100,9,20,14217.19,710.8595,455,1.3186813186813187
101101,1,16,15443.880000000001,965.2425000000001,96,5.0
101102,24,30,25705.91,856.8636666666666,419,2.1479713603818618
101103,2,85,75442.39,887.5575294117647,700,3.6428571428571432
101104,6,12,6576.06,548.005,54,6.666666666666666
101105,261,19,23782.45,1251.707894736842,80,7.125
101106,2,12,13116.72,1093.06,80,4.5
101107,142,9,8571.4,952.3777777777777,104,2.5961538461538463
101108,3,109,94332.96,865.44,592,5.523648648648648
101109,6,76,67842.37,892.6627631578947,569,4.007029876977153
101110,6,91,92035.35,1011.3774725274726,405,6.7407407407407405
101111,9,116,113392.27,977.5195689655172,697,4.992826398852223
101112,371,25,18419.77,736.7908,144,5.208333333333334
101113,480,31,23399.48,754.8219354838709,242,3.8429752066115705
101114,289,1,318.85,318.85,1,30.0
101115,140,6,6408.34,1068.0566666666666,60,3.0
101116,380,20,16506.52,825.326,181,3.314917127071823
101117,353,13,13566.79,1043.5992307692309,323,1.2074303405572755
101118,393,17,17273.3,1016.0764705882352,202,2.5247524752475248
101119,3,108,117031.85,1083.6282407407407,465,6.967741935483871
101120,5,62,55445.36,894.28,496,3.7499999999999996
101121,1,14,11707.8,836.2714285714285,191,2.198952879581152
101122,24,26,21669.59,833.4457692307692,239,3.2635983263598325
101123,3,53,47754.95,901.0367924528301,683,2.32796486090776
101124,6,34,31095.65,914.5779411764706,436,2.3394495412844036
101125,39,27,25279.95,936.2944444444445,215,3.7674418604651163
101126,33,6,7286.29,1214.3816666666667,34,5.294117647058823
101127,348,5,5257.3099999999995,1051.462,43,3.488372093023256
101128,238,8,6916.34,864.5425,173,1.3872832369942196
101129,4,41,41472.159999999996,1011.5160975609755,459,2.679738562091503
101130,83,1,1422.31,1422.31,1,30.0
101131,13,49,47277.88,964.854693877551,379,3.878627968337731
101132,313,14,11931.81,852.2721428571429,176,2.3863636363636367
101133,375,8,6074.92,759.365,114,2.1052631578947367
101134,4,58,48300.05,832.7594827586207,357,4.873949579831932
101135,5,20,16973.98,848.699,119,5.042016806722689
101136,6,87,88296.56,1014.9029885057471,399,6.541353383458646
101137,4,46,44678.92,971.2808695652174,269,5.130111524163569
101138,2,42,43576.72,1037.5409523809524,477,2.641509433962264
101139,1,79,71669.13,907.2041772151899,469,5.053304904051173
101140,342,13,12868.15,989.8576923076923,159,2.452830188679245
101141,478,4,4930.16,1232.54,169,0.7100591715976331
101142,4,63,56877.35,902.8150793650793,607,3.113673805601318
101143,3,9,7427.26,825.2511111111112,385,0.7012987012987013
101144,5,66,54970.37,832.8843939393939,321,6.168224299065421
101145,1,10,10329.51,1032.951,49,6.122448979591836
101146,53,29,25671.18,885.2131034482759,506,1.7193675889328062
101147,9,18,13703.33,761.2961111111111,121,4.462809917355372
101148,49,24,20463.01,852.6254166666666,355,2.028169014084507
101149,9,63,54691.24,868.1149206349206,666,2.8378378378378377
101150,130,1,85.83,85.83,1,30.0
101151,236,17,12942.42,761.3188235294118,248,2.0564516129032255
101152,42,7,8942.47,1277.4957142857143,40,5.25
101153,25,40,45341.36,1133.534,387,3.1007751937984493
101154,3,26,26267.68,1010.2953846153846,135,5.777777777777778
101155,8,77,67253.26,873.418961038961,450,5.133333333333334
101156,18,11,8101.23,736.4754545454545,203,1.625615763546798
101157,2,63,66445.03,1054.6830158730158,652,2.8987730061349692
101158,2,85,72508.41,853.0401176470589,599,4.2570951585976635
101159,22,42,39032.78,929.3519047619047,582,2.1649484536082477
101160,3,42,44836.0,1067.5238095238096,374,3.3689839572192515
101161,1,49,53011.69,1081.871224489796,350,4.2
101162,5,43,42019.54,977.1986046511628,571,2.259194395796847
101163,104,2,1594.04,797.02,108,0.5555555555555556
101164,148,4,2210.61,552.6525,37,3.243243243243243
101165,56,10,8428.289999999999,842.829,179,1.675977653631285
101166,16,26,19946.42,767.17,337,2.314540059347181
101167,155,18,16510.54,917.2522222222223,122,4.426229508196721
101168,42,7,9442.4,1348.9142857142856,81,2.5925925925925926
101169,107,20,14817.61,740.8805,164,3.658536585365854
101170,3,42,34918.16,831.384761904762,284,4.436619718309859
101171,440,20,22192.32,1109.616,270,2.2222222222222223
101172,296,14,10838.25,774.1607142857143,190,2.210526315789474
101173,302,27,24171.3,895.2333333333333,271,2.988929889298893
101174,407,9,10145.26,1127.2511111111112,103,2.621359223300971
101175,234,5,5951.58,1190.316,266,0.5639097744360902
101176,126,5,6217.26,1243.452,27,5.555555555555555
101177,8,111,106602.6,960.3837837837839,551,6.043557168784029
101178,262,30,29820.02,994.0006666666667,266,3.3834586466165413
101179,3,50,41217.23,824.3446,464,3.2327586206896552
101180,2,55,52537.35,955.2245454545455,566,2.9151943462897525
101181,3,31,34251.65,1104.891935483871,459,2.026143790849673
101182,20,6,4303.14,717.19,45,4.0
101183,1,41,36631.08,893.4409756097562,449,2.739420935412027
101184,456,14,15016.02,1072.5728571428572,116,3.6206896551724137
101185,1,115,104947.95,912.5908695652174,719,4.798331015299027
101186,34,7,6941.139999999999,991.5914285714285,43,4.883720930232558
101187,3,12,12155.88,1012.9899999999999,146,2.4657534246575343
101188,2,57,53738.409999999996,942.7791228070175,541,3.160813308687615
101189,53,4,4769.67,1192.4175,34,3.5294117647058822
101190,4,81,83045.88,1025.2577777777778,456,5.328947368421053
101191,182,10,11618.91,1161.891,130,2.307692307692308
101192,62,8,5847.84,730.98,87,2.7586206896551726
101193,30,39,33538.93,859.9725641025641,508,2.3031496062992125
101194,73,4,3088.33,772.0825,59,2.0338983050847457
101195,4,65,66400.94,1021.5529230769231,418,4.6650717703349285
101196,15,114,114935.20999999999,1008.203596491228,685,4.992700729927008
101197,6,20,22548.91,1127.4455,106,5.660377358490567
101198,11,131,121341.0,926.2671755725191,647,6.0741885625966
101199,4,33,29567.829999999998,895.9948484848484,320,3.09375
101200,198,17,13956.13,820.9488235294117,168,3.035714285714286
101201,147,13,10316.9,793.6076923076923,112,3.482142857142857
101202,112,13,14645.66,1126.5892307692307,126,3.095238095238095
101203,13,29,25792.969999999998,889.4127586206896,232,3.75
101204,223,5,6489.16,1297.8319999999999,41,3.658536585365854
101205,74,1,493.75999999999993,493.75999999999993,1,30.0
101206,1,14,14828.28,1059.162857142857,99,4.242424242424242
101207,52,7,5490.91,784.4157142857142,216,0.9722222222222222
101208,1,80,68769.38,859.61725,654,3.6697247706422016
101209,279,17,14428.73,848.7488235294118,355,1.436619718309859
101210,2,41,48864.85,1191.8256097560975,196,6.275510204081633
101211,250,13,11574.72,890.3630769230768,142,2.7464788732394365
101212,7,18,20539.95,1141.1083333333333,202,2.6732673267326734
101213,1,18,19528.6,1084.9222222222222,111,4.864864864864865
101214,5,26,23015.1,885.1961538461538,176,4.4318181818181825
101215,1,110,94123.41,855.6673636363637,644,5.124223602484473
101216,2,78,64383.87,825.4342307692308,430,5.441860465116279
101217,382,33,32443.41,983.1336363636364,315,3.142857142857143
101218,1,38,44453.34,1169.8247368421053,534,2.134831460674157
101219,458,26,20790.59,799.6380769230769,239,3.2635983263598325
101220,77,16,11949.42,746.83875,73,6.575342465753425
101221,1,35,28335.78,809.5937142857142,639,1.6431924882629108
101222,320,35,32342.41,924.0688571428572,316,3.3227848101265822
101223,6,50,55614.38,1112.2875999999999,614,2.44299674267101
101224,315,23,23469.58,1020.4165217391305,314,2.1974522292993632
101225,48,5,2287.89,457.578,96,1.5625
101226,23,42,35017.19,833.7426190476191,406,3.103448275862069
101227,1,56,51733.54,923.8132142857143,327,5.137614678899082
101228,4,15,10201.67,680.1113333333334,100,4.5
101229,2,22,19507.35,886.6977272727272,215,3.069767441860465
101230,2,69,64555.75,935.5905797101449,429,4.825174825174825
101231,285,7,7428.35,1061.1928571428573,72,2.916666666666667
101232,11,56,51492.33,919.5058928571428,279,6.021505376344086
101233,342,4,2526.05,631.5125,96,1.25
101234,259,3,2489.95,829.9833333333332,67,1.3432835820895521
101235,149,6,6562.12,1093.6866666666667,43,4.186046511627907
101236,93,1,81.36,81.36,1,30.0
101237,241,20,17293.27,864.6635,313,1.9169329073482428
101238,7,33,34427.73,1043.2645454545454,252,3.9285714285714284
101239,243,6,5369.33,894.8883333333333,137,1.3138686131386863
101240,20,19,16379.55,862.0815789473684,217,2.6267281105990783
101241,10,102,95236.51,933.6912745098039,441,6.938775510204082
101242,2,47,43590.02,927.4472340425531,641,2.199687987519501
101243,4,40,35419.11,885.47775,267,4.4943820224719095
101244,1,21,17411.36,829.1123809523809,187,3.3689839572192515
101245,32,26,17723.27,681.6642307692308,187,4.171122994652406
101246,1,108,101385.61,938.7556481481481,656,4.939024390243902
101247,199,5,3288.8900000000003,657.778,88,1.7045454545454546
101248,7,32,25143.53,785.7353125,636,1.509433962264151
101249,222,2,2880.87,1440.435,66,0.9090909090909091
101250,3,53,49663.88,937.0543396226415,596,2.6677852348993287
101251,20,30,35169.39,1172.3129999999999,510,1.7647058823529411
101252,312,14,15851.359999999999,1132.24,77,5.454545454545454
101253,135,14,12945.69,924.6921428571429,196,2.142857142857143
101254,117,2,519.3100000000001,259.65500000000003,31,1.9354838709677418
101255,2,35,29068.44,830.5268571428571,158,6.6455696202531644
101256,9,59,55043.13,932.934406779661,639,2.7699530516431925
101257,197,7,6866.55,980.9357142857143,193,1.088082901554404
101258,4,14,17994.27,1285.305,76,5.526315789473684
101259,119,7,4225.1900000000005,603.5985714285715,105,2.0
101260,106,8,6988.96,873.62,141,1.702127659574468
101261,317,9,8946.97,994.1077777777778,70,3.8571428571428568
101262,8,26,20777.91,799.1503846153846,327,2.385321100917431
101263,197,23,20151.5,876.1521739130435,172,4.011627906976744
101264,11,18,18574.89,1031.9383333333333,98,5.510204081632653
101265,36,19,18137.82,954.6221052631579,275,2.0727272727272728
101266,282,9,7099.9400000000005,788.8822222222223,208,1.2980769230769231
101267,17,63,62087.43,985.5147619047619,612,3.088235294117647
101268,6,17,11522.07,677.7688235294117,95,5.368421052631579
101269,355,10,12117.05,1211.705,218,1.3761467889908257
101270,538,17,10428.539999999999,613.4435294117646,178,2.8651685393258424
101271,41,63,66549.89,1056.3474603174602,569,3.3216168717047454
101272,22,15,16567.420000000002,1104.4946666666667,376,1.196808510638298
101273,285,8,8449.26,1056.1575,82,2.926829268292683
101274,224,37,36485.22,986.087027027027,299,3.712374581939799
101275,7,22,18128.510000000002,824.0231818181819,273,2.417582417582418
101276,447,27,28484.3,1054.974074074074,268,3.0223880597014925
101277,173,4,3881.2200000000003,970.3050000000001,66,1.8181818181818181
101278,25,30,19789.51,659.6503333333333,351,2.5641025641025643
101279,1,72,71594.58,994.3691666666667,587,3.679727427597956
101280,1,49,40531.25,827.1683673469388,230,6.391304347826087
101281,4,22,18484.02,840.1827272727273,477,1.3836477987421383
101282,4,17,14250.5,838.2647058823529,152,3.355263157894737
101283,238,56,50200.270000000004,896.433392857143,393,4.2748091603053435
101284,518,19,16943.61,891.7689473684211,200,2.85
101285,3,39,37913.590000000004,972.1433333333334,284,4.119718309859155
101286,556,7,4148.47,592.6385714285715,133,1.5789473684210527
101287,16,21,16815.93,800.7585714285715,428,1.4719626168224298
101288,5,11,6755.070000000001,614.0972727272728,272,1.2132352941176472
101289,3,28,27527.36,983.12,501,1.6766467065868265
101290,5,105,96398.95,918.0852380952381,525,6.0
101291,498,2,621.38,310.69,19,3.1578947368421053
101292,5,82,70181.49,855.8718292682928,712,3.455056179775281
101293,27,3,4128.85,1376.2833333333335,34,2.6470588235294117
101294,171,1,461.92,461.92,1,30.0
101295,176,16,13861.67,866.354375,217,2.2119815668202767
101296,276,29,27486.44,947.808275862069,318,2.7358490566037736
101297,48,2,410.41999999999996,205.20999999999998,4,15.0
101298,492,11,10630.36,966.3963636363637,120,2.75
101299,5,78,70726.37,906.7483333333332,510,4.588235294117647
101300,4,76,68795.0,905.1973684210526,449,5.077951002227172
101301,3,36,28465.21,790.7002777777777,583,1.8524871355060033
101302,1,17,16331.09,960.6523529411764,291,1.752577319587629
101303,3,46,50138.23,1089.9615217391306,238,5.798319327731092
101304,501,11,7117.28,647.0254545454545,170,1.9411764705882353
101305,107,2,620.5699999999999,310.28499999999997,10,6.0
101306,8,67,60995.64,910.3826865671641,468,4.294871794871795
101307,13,73,61318.93,839.9853424657534,604,3.6258278145695364
101308,4,67,66672.51,995.1120895522387,697,2.883787661406026
101309,10,7,7423.05,1060.4357142857143,116,1.8103448275862069
101310,7,86,82092.95,954.5691860465116,462,5.584415584415584
101311,11,52,54540.27,1048.8513461538462,314,4.968152866242038
101312,492,8,5552.25,694.03125,168,1.4285714285714286
101313,5,24,17721.3,738.3874999999999,114,6.315789473684211
101314,4,20,18410.28,920.5139999999999,148,4.0540540540540535
101315,4,9,10142.36,1126.9288888888889,64,4.21875
101316,13,35,30417.52,869.072,211,4.976303317535545
101317,55,18,18213.04,1011.8355555555556,339,1.5929203539823007
101318,9,81,75334.03,930.0497530864197,530,4.584905660377358
101319,76,3,1413.1799999999998,471.05999999999995,19,4.736842105263158
101320,1,61,56593.11,927.7559016393443,394,4.644670050761421
101321,24,42,46584.89,1109.1640476190476,556,2.266187050359712
101322,1,38,36103.43,950.0902631578947,363,3.1404958677685952
101323,3,53,51912.47,979.4805660377359,431,3.6890951276102086
101324,643,3,3776.2799999999997,1258.76,14,6.428571428571429
101325,257,16,17004.53,1062.783125,155,3.096774193548387
101326,461,25,21428.93,857.1572,241,3.112033195020747
101327,17,54,46133.39,854.322037037037,541,2.99445471349353
101328,117,2,1748.59,874.295,17,3.5294117647058822
101329,5,14,10194.63,728.1878571428571,353,1.1898016997167138
101330,7,44,36073.59,819.8543181818181,528,2.5
101331,8,5,4658.73,931.7459999999999,186,0.8064516129032258
101332,201,8,8034.63,1004.32875,75,3.2
101333,356,15,15824.15,1054.9433333333334,293,1.5358361774744027
101334,481,15,13343.51,889.5673333333333,234,1.9230769230769231
101335,12,35,30675.62,876.4462857142856,396,2.651515151515152
101336,5,26,27691.57,1065.0603846153847,415,1.8795180722891565
101337,33,21,27742.32,1321.0628571428572,341,1.847507331378299
101338,1,37,31605.31,854.1975675675676,292,3.801369863013699
101339,14,75,69388.71,925.1828,585,3.8461538461538463
101340,13,14,13667.46,976.2471428571428,274,1.5328467153284673
101341,233,5,3842.44,768.488,62,2.419354838709677
101342,9,81,70963.93,876.0979012345679,489,4.969325153374233
101343,10,55,54433.31,989.6965454545455,550,3.0
101344,147,2,2402.3799999999997,1201.1899999999998,36,1.6666666666666667
101345,278,5,6638.12,1327.624,45,3.3333333333333335
101346,7,46,42736.56,929.055652173913,247,5.587044534412956
101347,5,19,19922.05,1048.528947368421,277,2.057761732851986
101348,4,55,54618.55,993.0645454545455,404,4.084158415841584
101349,158,4,2987.66,746.915,43,2.7906976744186047
101350,10,76,62498.42,822.3476315789474,656,3.475609756097561
101351,2,12,17468.56,1455.7133333333334,97,3.711340206185567
101352,183,1,988.48,988.48,1,30.0
101353,94,3,2460.89,820.2966666666666,14,6.428571428571429
101354,6,94,82746.98,880.2870212765957,605,4.661157024793388
101355,4,64,63760.61,996.25953125,389,4.93573264781491
101356,205,3,2697.34,899.1133333333333,111,0.8108108108108107
101357,33,21,18049.46,859.4980952380952,521,1.2092130518234165
101358,214,10,6686.14,668.614,67,4.477611940298507
101359,232,43,44835.67,1042.69,329,3.9209726443768997
101360,13,28,22526.36,804.5128571428571,277,3.0324909747292423
101361,55,17,14536.92,855.1129411764706,149,3.4228187919463084
101362,67,7,4818.05,688.2928571428572,68,3.088235294117647
101363,163,5,4154.69,830.9379999999999,53,2.8301886792452833
101364,3,51,43589.15,854.6892156862746,414,3.6956521739130435
101365,18,13,10595.58,815.0446153846153,177,2.2033898305084745
101366,177,23,15862.27,689.6639130434783,172,4.011627906976744
101367,134,1,1129.23,1129.23,1,30.0
101368,187,9,9088.86,1009.8733333333334,69,3.91304347826087
101369,1,49,48374.02,987.2248979591836,349,4.212034383954155
101370,29,13,14524.92,1117.3015384615385,269,1.449814126394052
101372,1,14,12791.39,913.6707142857142,58,7.241379310344827
101373,182,16,14015.92,875.995,101,4.752475247524752
101374,20,63,58938.22,935.5273015873016,666,2.8378378378378377
101375,2,47,50174.23,1067.5368085106384,298,4.731543624161073
101376,178,19,17708.3,932.0157894736842,182,3.131868131868132
101377,83,2,3040.63,1520.315,32,1.875
101378,152,5,5031.92,1006.384,38,3.947368421052632
101379,192,6,8455.130000000001,1409.1883333333335,97,1.8556701030927836
101380,26,30,29296.05,976.535,537,1.6759776536312851
101381,139,19,21525.88,1132.941052631579,68,8.382352941176471
101382,496,20,16090.78,804.539,136,4.411764705882353
101383,54,5,3586.07,717.214,45,3.3333333333333335
101384,18,26,24292.31,934.3196153846154,502,1.5537848605577689
101385,3,97,96895.47,998.9223711340206,462,6.298701298701299
101386,202,12,11027.0,918.9166666666666,115,3.1304347826086953
101387,1,15,14048.73,936.582,208,2.1634615384615383
101388,11,110,105537.65,959.4331818181818,675,4.888888888888889
101389,8,43,37633.76,875.2037209302326,522,2.4712643678160924
101390,38,16,15184.06,949.00375,409,1.17359413202934
101391,13,46,39505.86,858.8230434782608,380,3.6315789473684212
