Date,Revenue,Orders,UnitsSold,Revenue_lag1,Revenue_lag7,Revenue_lag14,Revenue_lag30,Revenue_roll7_mean,Revenue_roll7_std,Revenue_roll14_mean,Revenue_roll14_std,Revenue_roll30_mean,Revenue_roll30_std,DayOfWeek,IsWeekend,Month,Revenue_diff1
2023-05-31,93014.82,100,2162,108148.97,105181.13,90096.45,78823.57,95094.49714285714,12310.711189005006,94351.75714285715,17137.686276215263,90332.475,13859.952253286934,2,0,5,-15134.149999999994
2023-06-01,96433.95,102,2145,93014.82,77662.31999999999,75525.89,81006.53,97776.15857142858,9634.104678767544,95845.19,16259.438090764908,90846.72233333332,13788.01485408276,3,0,6,3419.12999999999
2023-06-02,87838.44,101,2080,96433.95,96814.36,118674.04,92461.25,96493.88428571427,10353.899750617222,93642.64714285715,14966.208538084673,90692.62866666666,13795.179033150034,4,0,6,-8595.509999999995
2023-06-03,74375.21,88,1724,87838.44,99813.86,100087.09,81722.99,92859.79142857144,13095.715186201796,91806.08428571429,15675.355426200698,90447.70266666666,14023.26397628874,5,1,6,-13463.229999999996
2023-06-04,112303.78,130,2522,74375.21,109342.01,102032.69,100440.43,93282.90142857142,13748.566867456277,92539.73357142856,16413.77158155341,90843.14766666666,14474.767889644232,6,1,6,37928.56999999999
2023-06-05,112443.46,115,2396,112303.78,80865.14,53013.56,94065.53,97794.09,14169.268359356802,96784.72642857142,12661.009485370489,91455.74533333333,14995.378283706694,0,0,6,139.68000000000757
2023-06-06,96953.51,115,2222,112443.46,108148.97,100748.72,82590.87,96194.73857142856,13417.566564112276,96513.64,12610.13483850137,91934.5,14931.73309917074,1,0,6,-15489.950000000012
2023-06-07,120651.37,113,2537,96953.51,93014.82,105181.13,89216.51,100142.81714285714,16119.812979080352,97618.65714285712,14026.379692554325,92982.32866666668,15811.470904244568,2,0,6,23697.86
2023-06-08,102491.35,119,2259,120651.37,96433.95,77662.31999999999,78012.98,101008.16,16049.965764023833,99392.15928571428,12827.44851494611,93798.27433333336,15643.04717185153,3,0,6,-18160.01999999999
2023-06-09,106118.06,112,2433,102491.35,87838.44,96814.36,86577.63,103619.53428571428,15003.016528179687,100056.70928571429,12924.260364710392,94449.622,15738.547692496186,4,0,6,3626.709999999992
2023-06-10,106497.03,116,2301,106118.06,74375.21,99813.86,90394.66,108208.36571428573,7704.878229275741,100534.07857142856,13037.52864945828,94986.36766666669,15869.520847531412,5,1,6,378.97000000000116
2023-06-11,100847.23,110,2294,106497.03,112303.78,109342.01,79366.63,106571.71571428572,7904.15955307501,99927.30857142856,12791.42447957582,95702.38766666666,15623.150405595148,6,1,6,-5649.800000000003
2023-06-12,110704.1,118,2529,100847.23,112443.46,80865.14,108852.05,106323.2357142857,7713.856063366333,102058.66285714286,11819.939445338528,95764.12266666668,15680.457248813578,0,0,6,9856.87000000001
2023-06-13,121319.76,129,2636,110704.1,96953.51,108148.97,78330.89,109804.12857142856,8259.43023971912,102999.43357142856,12823.505817669187,97197.085,15993.529956122666,1,0,6,10615.659999999989
2023-06-14,97794.89,106,2305,121319.76,120651.37,93014.82,85174.45,106538.91714285714,7759.263840206027,103340.86714285714,12598.878485404064,97617.76633333336,15831.550175925706,2,0,6,-23524.869999999995
2023-06-15,96786.42,104,2121,97794.89,102491.35,96433.95,70739.8,105723.92714285714,8517.78523538026,103366.04357142856,12584.358445076365,98485.987,14999.026746520263,3,0,6,-1008.4700000000012
2023-06-16,93880.23,99,2047,96786.42,106118.06,87838.44,90096.45,103975.66571428571,9609.360775138288,103797.6,12105.389201286216,98612.113,14941.846733453543,4,0,6,-2906.1900000000023
2023-06-17,113138.96,121,2411,93880.23,106497.03,74375.21,75525.89,104924.51285714284,10209.027010791076,106566.4392857143,8854.721468780699,99865.882,14509.690246663247,5,1,6,19258.73000000001
2023-06-18,103708.69,106,2305,113138.96,100847.23,112303.78,118674.04,105333.29285714286,10074.966312155188,105952.50428571428,8723.319876563251,99367.037,14092.009470423269,6,1,6,-9430.270000000004
2023-06-19,98380.56,117,2456,103708.69,110704.1,112443.46,100087.09,103572.78714285714,10056.746818041847,104948.01142857144,8728.06162847255,99310.15266666668,14092.446964839772,0,0,6,-5328.130000000005
2023-06-20,110649.68,122,2438,98380.56,121319.76,96953.51,102032.69,102048.49,7367.631164248387,105926.30928571428,8528.350074537888,99597.38566666668,14236.926693941406,1,0,6,12269.119999999995
2023-06-21,96102.32,105,2076,110649.68,97794.89,120651.37,53013.56,101806.69428571429,7555.864194685645,104172.80571428571,7756.695968479622,101033.67766666668,11231.55499100817,2,0,6,-14547.359999999986
2023-06-22,120763.03,129,2675,96102.32,96786.42,102491.35,100748.72,105231.92428571428,9954.56853501446,105477.92571428572,8904.293839085834,101700.82133333334,11794.35972802398,3,0,6,24660.709999999992
2023-06-23,105409.15,121,2389,120763.03,93880.23,106118.06,105181.13,106878.91285714286,8628.85715324238,105427.28928571429,8902.389029272792,101708.422,11796.753119057388,4,0,6,-15353.880000000005
2023-06-24,108648.04,116,2353,105409.15,113138.96,106497.03,77662.31999999999,106237.35285714285,8244.225055637151,105580.93285714286,8940.750685570614,102741.27933333334,10944.495686099744,5,1,6,3238.8899999999994
2023-06-25,105435.99,127,2561,108648.04,103708.69,100847.23,96814.36,106484.11,8181.537178090167,105908.70142857144,8837.378270567118,103028.667,10896.587462537673,6,1,6,-3212.0499999999884
2023-06-26,101275.87,107,2223,105435.99,98380.56,110704.1,99813.86,106897.72571428573,7766.230307772678,105235.25642857142,8803.00733707846,103077.40066666668,10884.976986181333,0,0,6,-4160.12000000001
2023-06-27,109437.96,117,2391,101275.87,110649.68,121319.76,109342.01,106724.62285714284,7681.708536412682,104386.55642857144,7627.2566638266435,103080.599,10886.895117612105,1,0,6,8162.090000000011
2023-06-28,96189.51,122,2203,109437.96,96102.32,97794.89,80865.14,106737.07857142856,7661.65860133557,104271.88642857144,7745.137381353657,103591.41133333332,10142.676456920612,2,0,6,-13248.450000000012
2023-06-29,115386.7,127,2601,96189.51,120763.03,96786.42,108148.97,105969.03142857144,6139.563470175967,105600.47785714288,7954.813202979491,103832.669,10339.002188668552,3,0,6,19197.190000000002
2023-06-30,105029.84,114,2296,115386.7,105409.15,93880.23,93014.82,105914.84428571428,6146.997874656656,106396.87857142856,7214.886056933823,104233.16966666668,10136.22618912827,4,0,6,-10356.86
2023-07-01,121541.02,130,2836,105029.84,108648.04,113138.96,96433.95,107756.69857142855,8560.310697230538,106997.0257142857,8112.461619702821,105070.072,10500.03456421882,5,1,7,16511.180000000008
2023-07-02,111684.18,118,2460,121541.02,105435.99,103708.69,87838.44,108649.29714285712,8603.640818755897,107566.70357142856,8143.752864715695,105864.93,10043.241604202653,6,1,7,-9856.840000000011
2023-07-03,92894.0,118,2158,111684.18,101275.87,98380.56,74375.21,107451.88714285714,10230.35709136436,107174.80642857144,8730.680071195202,106482.223,8490.045683728787,0,0,7,-18790.179999999993
2023-07-04,104210.29,111,2234,92894.0,109437.96,110649.68,112303.78,106705.07714285712,10251.996778766024,106714.85,8703.111031135866,106212.44,8427.035849966145,1,0,7,11316.289999999994
2023-07-05,111967.98,135,2708,104210.29,96189.51,96102.32,112443.46,108959.14428571428,9239.19090132901,107848.1114285714,8235.306179646437,106196.59066666669,8415.351648546246,2,0,7,7757.690000000002
2023-07-06,115045.82,121,2589,111967.98,115386.7,120763.03,96953.51,108910.44714285714,9200.484045017922,107439.73928571428,7667.817962690749,106799.66766666666,8378.316474043346,3,0,7,3077.840000000011
2023-07-07,126447.2,134,2749,115045.82,105029.84,105409.15,120651.37,111970.07,11066.789543158971,108942.45714285714,9156.278369596002,106992.862,8766.561801926095,4,0,7,11401.37999999999
2023-07-08,119090.23,133,2671,126447.2,121541.02,108648.04,102491.35,111619.95714285714,10747.701507681992,109688.32785714284,9547.40691880447,107546.158,8993.530581547166,5,1,7,-7356.970000000001
2023-07-09,130563.41,128,2734,119090.23,111684.18,105435.99,106118.06,114316.99,12916.4681972101,111483.14357142858,10945.938179899456,108361.003,9919.433089732369,6,1,7,11473.180000000008
2023-07-10,128649.82,127,2898,130563.41,92894.0,101275.87,106497.03,119424.96428571428,9702.71963834039,113438.42571428572,11417.122311966252,109099.42933333332,10578.545184265078,0,0,7,-1913.5899999999965
2023-07-11,141736.75,148,3160,128649.82,104210.29,109437.96,100847.23,124785.88714285714,10247.029010560382,115745.48214285714,13601.004388440362,110462.41333333332,12015.25908166243,1,0,7,13086.929999999993
2023-07-12,89805.83,112,2096,141736.75,111967.98,96189.51,110704.1,121619.86571428573,16427.3625071658,115289.505,14391.113335719416,109765.80433333332,12592.6979015897,2,0,7,-51930.92
2023-07-13,124411.55,150,2773,89805.83,115045.82,115386.7,121319.76,122957.82714285716,16182.26329585468,115934.13714285714,14596.465349948758,109868.864,12702.688431871597,3,0,7,34605.72
2023-07-14,135415.63999999998,133,2941,124411.55,126447.2,105029.84,97794.89,124239.03285714284,16845.992767467455,118104.55142857145,15100.72309081103,111122.889,13311.998817947037,4,0,7,11004.089999999982
2023-07-15,157021.33,147,3370,135415.63999999998,119090.23,121541.02,96786.42,129657.76142857144,20596.744620265217,120638.8592857143,18349.60113164885,113130.71933333334,15446.527482499308,5,1,7,21605.690000000002
2023-07-16,113471.46,123,2439,157021.33,130563.41,111684.18,93880.23,127216.05428571429,21466.244633205824,120766.52214285715,18288.624804500865,113783.76033333334,15012.64066798984,6,1,7,-43549.86999999998
2023-07-17,110960.17,117,2301,113471.46,128649.82,92894.0,113138.96,124688.96142857142,22294.590724891612,122056.96285714286,16742.697821723094,113711.134,15021.13530804021,0,0,7,-2511.290000000008
2023-07-18,141137.71,143,3070,110960.17,141736.75,104210.29,103708.69,124603.38428571427,22219.269504196967,124694.63571428572,16623.20394135249,114958.768,15700.726031426031,1,0,7,30177.539999999994
2023-07-19,121766.36,134,2603,141137.71,89805.83,111967.98,98380.56,129169.17428571428,16398.32043260646,125394.52,16248.197820508296,115738.29466666668,15427.41359100398,2,0,7,-19371.34999999999
2023-07-20,120426.93,137,2771,121766.36,124411.55,115045.82,110649.68,128599.94285714284,16658.09689727892,125778.885,16046.960339433968,116064.203,15419.479873982084,3,0,7,-1339.4300000000076
2023-07-21,118532.53,136,2773,120426.93,135415.63999999998,126447.2,96102.32,126188.07,16728.87878676998,125213.55142857145,16160.618697573693,116811.87666666666,14954.985117250637,4,0,7,-1894.3999999999942
2023-07-22,124833.97,129,2708,118532.53,157021.33,119090.23,120763.03,121589.87571428568,9851.16103591198,125623.81857142856,16065.838832018197,116947.57466666664,15010.439776492492,5,1,7,6301.440000000002
2023-07-23,142404.42,153,3139,124833.97,113471.46,130563.41,105409.15,125723.1557142857,11761.666532539994,126469.605,16647.05878655161,118180.75033333332,15540.136943011172,6,1,7,17570.45000000001
2023-07-24,150915.84,163,3282,142404.42,110960.17,128649.82,108648.04,131431.10857142854,13029.973850830436,128060.035,17888.698372905226,119589.67699999998,16530.578904524715,0,0,7,8511.419999999984
2023-07-25,120093.64,126,2519,150915.84,141137.71,141736.75,105435.99,128424.81285714284,12843.52428387424,126514.09857142856,17547.789532338844,120078.26533333331,16313.001684577815,1,0,7,-30822.199999999997
2023-07-26,150061.95,154,3204,120093.64,121766.36,89805.83,101275.87,132467.04,14715.01616008664,130818.10714285714,15065.716035359892,121704.468,16798.46248854962,2,0,7,29968.310000000012
2023-07-27,153140.23,163,3441,150061.95,120426.93,124411.55,109437.96,137140.36857142858,15431.173750765887,132870.1557142857,16050.319774497088,123161.21033333334,17575.000745211997,3,0,7,3078.279999999999
2023-07-28,125903.17,138,2882,153140.23,118532.53,135415.63999999998,96189.51,138193.31714285715,14147.961045870505,132190.69357142856,16135.393441536047,124151.66566666664,16823.787096266406,4,0,7,-27237.060000000012
2023-07-29,130554.55,133,2782,125903.17,124833.97,157021.33,115386.7,139010.54285714286,13392.736917421673,130300.20928571429,14466.522117597293,124657.26066666664,16779.15175107444,5,1,7,4651.380000000005
2023-07-30,137111.33,138,2941,130554.55,142404.42,113471.46,105029.84,138254.38714285713,13318.399678651427,131988.77142857143,13711.05837143926,125726.64366666669,16505.191317085722,6,1,7,6556.779999999984
2023-07-31,125668.86,139,2771,137111.33,150915.84,110960.17,121541.02,134647.67571428572,12723.358792059322,133039.39214285713,12484.441177458426,125864.23833333331,16486.289807300567,0,0,7,-11442.469999999987
2023-08-01,131594.86,135,2843,125668.86,120093.64,141137.71,111684.18,136290.70714285714,11179.639350135682,132357.75999999998,12266.890200160817,126527.92766666668,16295.425908997404,1,0,8,5925.999999999985
2023-08-02,127518.69,140,2857,131594.86,150061.95,121766.36,92894.0,133070.24142857143,9700.578805759917,132768.64071428572,11977.771272146363,127682.084,15006.279691923084,2,0,8,-4076.1699999999837
2023-08-03,136788.78,150,2988,127518.69,153140.23,120426.93,104210.29,130734.32,4785.999728500848,133937.3442857143,11468.326296011852,128768.03366666666,14416.337324400807,3,0,8,9270.089999999997
2023-08-04,132048.21,141,2877,136788.78,125903.17,118532.53,111967.98,131612.18285714285,4290.037968853058,134902.75,10608.432838951268,129437.37466666666,14071.455462331378,4,0,8,-4740.570000000007
2023-08-05,122471.25,129,2683,132048.21,130554.55,124833.97,115045.82,130457.42571428572,5530.677662978748,134733.98428571428,10798.034473259682,129684.889,13873.49501351981,5,1,8,-9576.959999999992
2023-08-06,144294.0,154,3235,122471.25,137111.33,142404.42,126447.2,131483.52142857143,7340.942392807934,134868.95428571428,10912.48899941981,130279.78233333332,14110.485957347926,6,1,8,21822.75
2023-08-07,146815.07,151,3279,144294.0,125668.86,150915.84,119090.23,134504.4085714286,8762.632704151114,134576.04214285716,10495.7038255427,131203.94366666666,14259.486904152296,0,0,8,2521.070000000007
2023-08-08,147419.91,153,3213,146815.07,131594.86,120093.64,130563.41,136765.12999999998,9859.606703328056,136527.91857142857,10129.79175017998,131765.827,14562.270487353277,1,0,8,604.8399999999965
2023-08-09,171794.67,173,3762,147419.91,127518.69,150061.95,128649.82,143090.27,15517.685146667744,138080.2557142857,13475.910395590974,133203.98866666667,16273.822255779984,2,0,8,24374.76000000001
2023-08-10,138014.18,148,3219,171794.67,136788.78,153140.23,141736.75,143265.32714285716,15441.473981412411,136999.82357142857,12763.110793849886,133079.903,16220.622719327735,3,0,8,-33780.49000000002
2023-08-11,130313.14,141,2821,138014.18,132048.21,125903.17,89805.83,143017.46,15663.86542468193,137314.82142857142,12520.28461328375,134430.14666666667,14032.55363663732,4,0,8,-7701.039999999994
2023-08-12,131605.3,147,2930,130313.14,122471.25,130554.55,124411.55,144322.32428571428,13954.163268405176,137389.875,12479.726177297956,134669.93833333332,13916.433802506408,5,1,8,1292.159999999989
2023-08-13,158601.4,161,3234,131605.3,144294.0,137111.33,135415.63999999998,146366.23857142858,14960.838528558288,138924.88,13704.379399954363,135442.797,14586.940586531451,6,1,8,26996.100000000006
2023-08-14,146816.04,152,3284,158601.4,146815.07,125668.86,157021.33,146366.37714285715,14960.843383117488,140435.39285714287,13290.064085669128,135102.62066666668,14179.674873889417,0,0,8,-11785.359999999986
2023-08-15,154533.9,166,3437,146816.04,147419.91,131594.86,113471.46,147382.66142857142,15282.504541142054,142073.89571428573,13528.21167354286,136471.36866666668,14000.36400815556,1,0,8,7717.859999999986
2023-08-16,149252.38,169,3406,154533.9,171794.67,127518.69,110960.17,144162.33428571429,11077.648720101875,143626.30214285714,12964.744345507666,137747.77566666665,13323.49768573017,2,0,8,-5281.5199999999895
2023-08-17,142553.05,153,3325,149252.38,138014.18,136788.78,141137.71,144810.7442857143,10786.818754776968,144038.0357142857,12821.636055785237,137794.95366666667,13338.412717168072,3,0,8,-6699.330000000016
2023-08-18,157680.74,170,3401,142553.05,130313.14,132048.21,121766.36,148720.40142857144,9544.55411852019,145868.93071428573,12807.940906584552,138992.09966666668,13461.33452342648,4,0,8,15127.690000000002
2023-08-19,150001.84,169,3438,157680.74,131605.3,122471.25,120426.93,151348.4785714286,5873.08751209794,147835.40142857144,10912.430917358504,139977.93000000002,13133.809098274884,5,1,8,-7678.899999999994
2023-08-20,164866.55,171,3717,150001.84,158601.4,144294.0,118532.53,152243.5,7432.864902403369,149304.8692857143,11751.735477264963,141522.39733333333,13248.79714188827,6,1,8,14864.709999999992
2023-08-21,158725.2,168,3444,164866.55,146816.04,146815.07,124833.97,153944.80857142856,7345.960803917638,150155.59285714285,11986.383394414028,142652.105,13221.630365147152,0,0,8,-6141.349999999977
2023-08-22,155469.41,168,3605,158725.2,154533.9,147419.91,142404.42,154078.45285714284,7366.944142985643,150730.55714285717,12038.012059010587,143087.60466666665,13426.76937120541,1,0,8,-3255.790000000008
2023-08-23,123502.54,142,2787,155469.41,149252.38,171794.67,150915.84,150399.9042857143,13799.18250425154,147281.1192857143,12449.794289238756,142173.828,13803.18527999942,2,0,8,-31966.87000000001
2023-08-24,157875.88999999998,165,3557,123502.54,142553.05,138014.18,120093.64,152588.88142857142,13560.239184279197,148699.81285714285,12444.217793649872,143433.23633333333,13437.911579300942,3,0,8,34373.34999999999
2023-08-25,148481.68,162,3333,157875.88999999998,157680.74,130313.14,150061.95,151274.72999999998,13429.65401907336,149997.5657142857,11271.341476840053,143380.5606666667,13414.107676037209,4,0,8,-9394.209999999992
2023-08-26,171180.35,180,3897,148481.68,150001.84,131605.3,153140.23,154300.23142857142,15344.225237334764,152824.355,11266.442301080737,143981.898,14245.31284246734,5,1,8,22698.670000000013
2023-08-27,175288.15,185,3939,171180.35,164866.55,158601.4,125903.17,155789.0314285714,16960.746094695478,154016.2657142857,12714.268509056295,145628.06399999998,14921.500727214956,6,1,8,4107.799999999988
2023-08-28,148829.47,158,3327,175288.15,158725.2,146816.04,130554.55,154375.35571428572,17087.16138291384,154160.08214285714,12637.71566352766,146237.228,14655.574539400468,0,0,8,-26458.679999999993
2023-08-29,152130.92,150,3351,148829.47,155469.41,154533.9,137111.33,153898.42857142858,17098.12282655987,153988.4407142857,12648.561644556508,146737.881,14589.467239463474,1,0,8,3301.4500000000116
2023-08-30,151805.1,148,3167,152130.92,123502.54,149252.38,125668.86,157941.65142857144,10955.31263897694,154170.77785714288,12593.315387091558,147609.089,14058.654270134008,2,0,8,-325.820000000007
2023-08-31,132566.14,140,2978,151805.1,157875.88999999998,142553.05,131594.86,154325.97285714286,14563.158912584991,153457.42714285714,13548.645429589264,147641.465,14021.572510954187,3,0,8,-19238.959999999992
2023-09-01,160579.16,166,3503,132566.14,148481.68,157680.74,127518.69,156054.1842857143,14471.542029847473,153664.45714285714,13639.980702118346,148743.48066666667,13680.536258197037,4,0,9,28013.01999999999
2023-09-02,166845.11000000002,184,3615,160579.16,171180.35,150001.84,136788.78,155434.86428571428,13793.18346169737,154867.54785714284,14029.334157878022,149745.35833333334,13874.059704412271,5,1,9,6265.950000000012
2023-09-03,134728.51,156,3097,166845.11000000002,175288.15,164866.55,132048.21,149640.63000000003,12523.974059754884,152714.83071428575,14674.443893205053,149834.70166666666,13764.363852384811,6,1,9,-32116.600000000006
2023-09-04,162788.99,185,3731,134728.51,148829.47,158725.2,122471.25,151634.84714285712,13450.419036535764,153005.10142857142,14841.717435375756,151178.62633333335,12944.37003086559,0,0,9,28060.47999999998
2023-09-05,159719.87,175,3485,162788.99,152130.92,155469.41,144294.0,152718.98285714287,13798.409860937008,153308.7057142857,14939.15952730723,151692.822,12967.821710439115,1,0,9,-3069.1199999999953
2023-09-06,159790.92,165,3504,159719.87,151805.1,123502.54,146815.07,153859.81428571427,14038.30074462629,155900.73285714284,12281.541676899596,152125.35033333336,13015.828429353136,2,0,9,71.05000000001746
2023-09-07,131494.34,150,3118,159790.92,132566.14,157875.88999999998,147419.91,153706.69999999998,14312.425221504098,154016.33642857143,13875.625905374016,151594.49800000002,13529.004849119856,3,0,9,-28296.580000000016
2023-09-08,149331.25,165,3319,131494.34,160579.16,148481.68,171794.67,152099.85571428572,14041.090358112337,154077.02,13851.395329812036,150845.71733333336,12983.066374551729,4,0,9,17836.910000000003
2023-09-09,193660.37,190,4306,149331.25,166845.11000000002,171180.35,138014.18,155930.60714285713,20776.768030897005,155682.73571428572,16944.28917259268,152700.59033333333,14917.554897342005,5,1,9,44329.119999999995
2023-09-10,171496.2,176,3798,193660.37,134728.51,175288.15,130313.14,161183.13428571427,19103.577356489423,155411.88214285715,16634.261405393743,154073.359,14679.345183283813,6,1,9,-22164.169999999984
2023-09-11,157424.9,160,3359,171496.2,162788.99,148829.47,131605.3,160416.83571428573,19135.982967346503,156025.8414285714,16530.92516781378,154934.01233333335,14060.472232138987,0,0,9,-14071.300000000017
2023-09-12,149305.43,164,3300,157424.9,159719.87,152130.92,158601.4,158929.05857142856,19598.46199200491,155824.02071428573,16599.241419587383,154624.14666666664,14079.283150805268,1,0,9,-8119.470000000001
2023-09-13,146375.71,170,3387,149305.43,159790.92,151805.1,146816.04,157012.6,20148.33465307609,155436.20714285714,16762.976293225413,154609.46899999998,14087.930664573314,2,0,9,-2929.720000000001
2023-09-14,141029.13,144,3100,146375.71,131494.34,132566.14,154533.9,158374.71285714285,18380.399866516433,156040.70642857143,16010.510715837989,154159.31000000003,14304.526079974752,3,0,9,-5346.579999999987
2023-09-15,187268.66,185,4196,141029.13,149331.25,160579.16,149252.38,163794.34285714285,20714.342178008068,157947.09928571427,18051.38124961012,155426.51933333333,15489.641739552188,4,0,9,46239.53
2023-09-16,166253.27,193,3678,187268.66,193660.37,166845.11000000002,142553.05,159879.04285714286,16234.036045561932,157904.82499999998,18029.620079819382,156216.52666666667,15414.625841411833,5,1,9,-21015.390000000014
2023-09-17,153600.21,164,3576,166253.27,171496.2,134728.51,157680.74,157322.47285714286,15491.80755960724,159252.80357142858,16829.05703516462,156080.50900000002,15419.262665336237,6,1,9,-12653.059999999998
2023-09-18,156363.15,173,3476,153600.21,157424.9,162788.99,150001.84,157170.7942857143,15495.834779518726,158793.815,16812.813760732843,156292.55266666663,15376.46765270122,0,0,9,2762.9400000000023
2023-09-19,160019.21,174,3491,156363.15,149305.43,159719.87,164866.55,158701.33428571429,15113.884460863865,158815.19642857142,16814.27232560827,156130.97466666668,15308.582546455931,1,0,9,3656.0599999999977
2023-09-20,160674.44,164,3644,160019.21,146375.71,159790.92,158725.2,160744.00999999998,14102.845366503652,158878.305,16819.873301455817,156195.94933333332,15324.101716153838,2,0,9,655.2300000000105
2023-09-21,168243.99,176,3712,160674.44,141029.13,131494.34,155469.41,164631.84714285712,11218.346191465596,161503.28,14985.052542939582,156621.76866666667,15479.911866192351,3,0,9,7569.549999999988
2023-09-22,178113.63,171,3678,168243.99,187268.66,149331.25,123502.54,163323.9857142857,8291.234424507733,163559.16428571427,15160.032388702764,158442.13833333334,14639.114932927148,4,0,9,9869.640000000014
2023-09-23,182113.5,187,3998,178113.63,166253.27,193660.37,157875.88999999998,165589.73285714284,10962.03508745695,162734.38785714286,13633.676541478551,159250.05866666665,15262.346683793528,5,1,9,3999.8699999999953
2023-09-24,179014.29,203,4020,182113.5,153600.21,171496.2,148481.68,169220.3157142857,10529.319640205083,163271.39428571428,14143.852612961518,160267.81233333334,15535.08792457187,6,1,9,-3099.209999999992
2023-09-25,166902.16,160,3658,179014.29,156363.15,157424.9,171180.35,170725.88857142857,9031.420346283348,163948.3414285714,14069.106165209989,160125.20600000003,15450.868451819792,0,0,9,-12112.130000000005
2023-09-26,195868.19,211,4639,166902.16,160019.21,149305.43,175288.15,175847.17142857146,11714.015175568988,167274.25285714283,15745.121319686616,160811.20733333332,16564.064594825326,1,0,9,28966.03
2023-09-27,170958.44,177,3582,195868.19,160674.44,146375.71,148829.47,177316.31428571432,10015.72230741122,169030.16214285712,14561.47204970916,161548.83966666667,16504.712073908428,2,0,9,-24909.75
2023-09-28,170786.63,194,4024,170958.44,168243.99,141029.13,152130.92,177679.54857142855,9672.075741852266,171155.69785714286,12128.32297544752,162170.69666666668,16489.075248716596,3,0,9,-171.80999999999767
2023-09-29,183738.85,205,4086,170786.63,178113.63,187268.66,151805.1,178483.15142857144,9944.014608365866,170903.5685714286,11799.833887087376,163235.15499999997,16824.188223311914,4,0,9,12952.220000000001
2023-09-30,166952.97,194,3889,183738.85,182113.5,166253.27,132566.14,176317.36142857143,10647.626401733572,170953.54714285716,11780.087563928952,164381.38266666667,15803.060052013096,5,1,9,-16785.880000000005
2023-10-01,173778.58,184,3827,166952.97,179014.29,153600.21,160579.16,175569.40285714288,10610.431825928204,172394.8592857143,10676.268399247563,164821.36333333334,15877.122376857877,6,1,10,6825.609999999986
2023-10-02,170160.79,179,3770,173778.58,166902.16,156363.15,166845.11000000002,176034.92142857146,10231.508708456791,173380.405,9672.134233132318,164931.886,15903.214707426148,0,0,10,-3617.789999999979
2023-10-03,171503.23,176,3893,170160.79,195868.19,160019.21,134728.51,172554.21285714285,5330.306160222282,174200.69214285715,8908.65788176688,166157.71,14879.18496178591,1,0,10,1342.4400000000023
2023-10-04,182919.55,183,4142,171503.23,170958.44,160674.44,162788.99,174262.94285714286,6518.287072452657,175789.62857142856,8271.579367239754,166828.72866666663,15173.044648096526,2,0,10,11416.319999999978
2023-10-05,159983.59,176,3659,182919.55,170786.63,168243.99,159719.87,172719.65142857144,8466.318818874433,175199.60000000003,9103.962154471044,166837.5193333333,15168.859851284516,3,0,10,-22935.959999999992
2023-10-06,154688.23,162,3461,159983.59,183738.85,178113.63,159790.92,168569.56285714285,9248.586392707291,173526.35714285713,10562.98324353212,166667.42966666666,15278.808538974698,4,0,10,-5295.359999999986
2023-10-07,167674.14,178,3656,154688.23,166952.97,182113.5,131494.34,168672.58714285717,9231.578171178018,172494.97428571427,10363.073904333762,167873.42299999998,13759.07518963051,5,1,10,12985.910000000003
2023-10-08,174022.4,179,3745,167674.14,173778.58,179014.29,149331.25,168707.4185714286,9254.485895443408,172138.4107142857,10206.199230446751,168696.46133333334,13343.897388311469,6,1,10,6348.25999999998
2023-10-09,154016.0,174,3377,174022.4,170160.79,166902.16,193660.37,166401.02000000002,10726.61973529158,171217.97071428574,11243.141659745756,167374.98233333332,12735.584595117429,0,0,10,-20006.399999999994
2023-10-10,175729.06,184,3899,154016.0,171503.23,195868.19,171496.2,167004.71,11171.324285255836,169779.46142857143,8888.42521810991,167516.07766666668,12806.069784197536,1,0,10,21713.059999999998
2023-10-11,177521.55,185,3988,175729.06,182919.55,170958.44,157424.9,166233.56714285715,10016.237483333613,170248.25499999998,9125.309429326831,168185.966,12785.609333386148,2,0,10,1792.4899999999907
2023-10-12,184451.36,177,3881,177521.55,159983.59,170786.63,149305.43,169728.96285714285,11613.579005045654,171224.30714285714,9886.382994786432,169357.497,12604.865276554056,3,0,10,6929.809999999998
2023-10-13,150346.48,174,3441,184451.36,154688.23,183738.85,146375.71,169108.71285714285,12622.832026587268,168839.13785714284,10634.670517978098,169489.85600000003,12373.95331286059,4,0,10,-34104.879999999976
2023-10-14,201122.07,208,4369,150346.48,167674.14,166952.97,141029.13,173886.98857142855,17411.628943947042,171279.7878571429,13659.277168558036,171492.95399999997,12471.400230048212,5,1,10,50775.59
2023-10-15,177755.06,191,4048,201122.07,174022.4,173778.58,187268.66,174420.2257142857,17473.514158377206,171563.82214285713,13756.234436881508,171175.834,12173.831468625152,6,1,10,-23367.01000000001
2023-10-16,176984.71,198,4006,177755.06,154016.0,170160.79,166253.27,177701.47,14982.325066960737,172051.24500000002,13823.428295287162,171533.54866666667,12181.8627429229,0,0,10,-770.3500000000058
2023-10-17,191756.15,199,4305,176984.71,175729.06,171503.23,153600.21,179991.05428571426,15831.238326786332,173497.88214285715,14787.774425959436,172805.41333333336,12236.682266404336,1,0,10,14771.440000000002
2023-10-18,142704.18,150,3136,191756.15,177521.55,182919.55,156363.15,175017.1442857143,21271.274525056288,170625.35571428572,16610.427900389954,172350.11433333336,13093.658247888116,2,0,10,-49051.97
